Anonymized Message,Valence
"Oh my goodness!!!! I love my boyfriend!!! He's so nice, and wonderful, and thoughtful!!! And when I'm sad, he always cheers me right up!!!! I haven't felt this happy in soooo long!!!!!",9
Friends are angels who lift us to our feet when our wings have trouble remembering how to fly.......!!<3<3,9
"Loving life! Ready for a fresh start and warm weather in Georgia then off to Lackland (hopefully) to go push flights with one of my closest friends! If life could get any better, my car would me made of chocolate!",9
life is beautiful,9
wants to thank my lucky stars for all the beautiful friendships I have made over the years :) I love you all and thank you for the birthday wishes  <3,9
Thank u :) feels gr8 2 have such loving ppl around u:):):),9
"i never realized how many great pics of great people i have. Im trying to bring them over to here.  fun fun fun.  We went to the dali museum today, I haven't been since 98, then we played at the park.. It was a spectacular day.",9
I am on cloud nine right now.,9
"It has been a good day...It started out at Otter Creek with Bible study,then a chapel service, lunch and a workout with a good friend, a productive day at the church; all that and I still have small group to look forward to for a bit, and then I get to go back to Otter Creek for a live showing of Alice in Wonderland!  Awesome day.",9
"Thanx for all the birthday wishes everyone! Its been a great day, and its gonna be an even better evening!..dinner, drinks, dancing, karaoke..etc...and i get to spend it all with some great people! One of them being my very wonderful girlfriend who is spoiling me rotten already..lol. Thanx babe,i love you, your the greatest!...! Turning 35 isnt that bad after all =0).",9
"My mom is absolutely the greatest mom in the whole world!!  She sent me flowers at work today!!  I have never had flowers delivered to me at work, ever!!  I gotta give some credit to my sister and neice who helped her pick them out.  And my dad because the money came out of his wallet.  LOL!!  I LOVE MY FAMILY!!",9
"Wishing everyone a happy new year. May your friendships grow closer, your love deepen and your happiness never fade. May this year be better than the last.",9
holy geez. thank you all SO MUCH for all the birthday wishes! it was a bit overwhelming! amazing! it's definitely been an excellent birthweek! so many well wishing and humbling moments and beautiful everything!,9
We'll be off and running to a lil' place called SILVERWOOD today! Can't wait! :),9
We'll be off and running to a lil' place called SILVERWOOD today! Can't wait! :),9
I would like to thank all of my family and friends that came out and celebrated as well as  showered my new lil man with love and gifts. It was great! O how I love my family and friends.,9
Happy happy happy new year to everybody!! I have optimistic hopes for 2010.,9
"Thanks for the B-day wishes everybody! I had a great day...Saints mopped the floor with the Giants(5-0 Woo, Hoo!), then we had sushi! Who could ask for more?!",9
is starting my first night at my new job tonight.............I'm so happy!  :),9
I have had a amazing day. Thanks for your encouragement <PERSON>. I am on fire. I then got to go to a christian concert in Sedalia to see <PERSON> he sings my savior lives. There was also <PLACE> Weave and it was life changing and wonderful and I am so thankful and blessed.,9
my son <PERSON> baked me a birthday cake last night all by himself and everyone sang Happy birthday to me....I felt the love! Today the weather is so beautiful...is it really November 7th? Feels like spring out!,9
is touched by all the birthday wishes. THANK YOU ALL!!!!!!!!!!!!!!!! XOXOXOX  My smile is so big it can split my face !!! :))))))))))))))))),9
"Had a LOOONGG but great day at work... now its time to sit back and relax the best way i can ,)",9
going home today the kids were great this weekend god i never knew how much i rlly missed them i wish they never had to go back. i love you <PERSON> and <PERSON> i wish u guys would never grow up. i<3 <PERSON>,9
"dam fresh memories....that shit was too funny cuzin! man i had a ball wit you and kinfolks!lmao! dont trip, im comin in december fa sho. i know ms.mom gonna be feastin around that time too... oh im there! and this time maybe we can make it to your pad!lmao! love you cuzo.peace",9
24th birthday is now officially: BEST BIRTHDAY EVER,9
Sunday Night Football BABY!!!! GO GREEN BAY!!! THEY ARE GOING TO STOMP ALL OVER THE BEARS WOOT WOOT!!!!,9
"thank you all for your wonderfull sentiments it meant alot, never in my life do i remeber gettig so many greetings it was nice. i had a wonderfull day and a wonderfull time at my moms and i lit up her path to the barns this year, NO MORE FLASHLIGHTS YEA!!  and my horse has lights too she scared of the storms up here for some strange reason. i love my mama",9
Thank you everyone you make me feel so loved :),9
I am the luckiest person in the world to know so many fantastic beautiful people - loves to you all!!!,9
is love and peace.,9
Who ever thought God would bless me with a wonderful man a beautiful daughter and a gorgous mother and wonderful family and friends. I DID!,9
just wants to thank everyone for the happy birthday wishes!!!! I love you guys :),9
Thank You for the great times :) You helped change my life. Ill love and think about you forever! xox,9
*~my life has got so much better in the past 4months... i couldnt ask for more.. soo greatful~*,9
"If you have a wonderful husband, fiancÃƒÆ’Ã‚Â© or BF that works hard to provide for you and would do anything just for you and your family, then repost this as your status to give the honest well behaved men out there the recognition that they deserve. Because great men are few and far between, and I have one!",9
I just confided in someone:') Lmao! It was one of the happiest moments of my very happy life!:'),9
thanks to every one that wished me a happy birthday i appreciate it and love all of you. and i feel old being 18 hahahah jkjk but its whatever lol . well ill talk to you soon love you guys so much and thanks again,9
"I LOVE YOU ALL! THANKS FOR MAKING THIS THE BEST BIRTHDAY EVER YOU GUYS AND A SPECIAL THANKS TO MY BABY CRYSTAL FOR MAKING IT SO POSSIBLE. I WANNA TOAST TO THE BEST FRIENDS AND FAMILY A PERSON COULD ASK FOR! I LOVE YOU ALL, GOOD NIGHT!",9
"what a great day i had today. found out my raise took into effect for fridays paycheck. won the check pool for $176. had a great cake class and made a wonderful cake. and i think i am getting the hang of my new job at work. not too shabby! oh and josh is burning wood and dring beer friday night, he said whoever wants to stop by is more than welcome just bring your drinkage and let me know if you need directions!",9
"You make my heart skip beats, you make me nervous before I see you, you make me feel so alive when I'm with you, I still get butterflies when we kiss and I love it all. I love you <PERSON> =)",9
Happy Happy Happy !!!!,9
LIFE HAS NEVER BEEN BETTER!!!!!!!,9
I love life,9
"Thank you ALL for the wonderful B-Day wishes.  I had an absolutely wonderful day a great dinner alone with my Hubby and have really enjoyed my days off this week.  I could go back to a 4-work day week real quick!  Wishing all of my wonderful friends and family a very happy and safe Christmas.  Congrats <PERSON> on your new little love that now shares a birthday with me ,).  I can't wait to meet her!! XOXO",9
Thanks for the LOVE guys.  I had an AWESOME Birthday.  Im 28 years wise!  LOVE YALL!!!!,9
"Oh my goodness!!!! I love my boyfriend!!! He's so nice, and wonderful, and thoughtful!!! And when I'm sad, he always cheers me right up!!!! I haven't felt this happy in soooo long!!!!!",9
Friends are angels who lift us to our feet when our wings have trouble remembering how to fly.......!!<3<3,9
"Loving life! Ready for a fresh start and warm weather in Georgia then off to Lackland (hopefully) to go push flights with one of my closest friends! If life could get any better, my car would me made of chocolate!",9
life is beautiful,9
wants to thank my lucky stars for all the beautiful friendships I have made over the years :) I love you all and thank you for the birthday wishes  <3,9
Thank u :) feels gr8 2 have such loving ppl around u:):):),9
"i never realized how many great pics of great people i have. Im trying to bring them over to here.  fun fun fun.  We went to the dali museum today, I haven't been since 98, then we played at the park.. It was a spectacular day.",9
I am on cloud nine right now.,9
"It has been a good day...It started out at Otter Creek with Bible study,then a chapel service, lunch and a workout with a good friend, a productive day at the church; all that and I still have small group to look forward to for a bit, and then I get to go back to Otter Creek for a live showing of Alice in Wonderland!  Awesome day.",9
